"GTEX.11DXY.0526.SM.5EGGQ" "GTEX.11DXZ.0126.SM.5EGGY" "GTEX.11EQ9.0526.SM.5A5JZ" "GTEX.11GSP.0626.SM.5986T" "GTEX.11NUK.1226.SM.5P9GM" "GTEX.11NV4.1326.SM.5HL6V" "GTEX.11OF3.0726.SM.5BC4Z" "GTEX.11TT1.1726.SM.5EQLJ" "GTEX.11TUW.1726.SM.5BC5C" "GTEX.11WQC.0726.SM.5EQMR" "GTEX.11ZTS.1426.SM.5EQMM" "GTEX.11ZUS.2526.SM.59872" "GTEX.11ZVC.0726.SM.5FQT9" "GTEX.1212Z.0226.SM.59HLF" "GTEX.12696.0826.SM.5EGGE" "GTEX.1269C.0626.SM.5FQSS" "GTEX.12KS4.1326.SM.5LUB3" "GTEX.12WSD.1426.SM.5GCN9" "GTEX.12WSG.0626.SM.5FQTQ" "GTEX.12WSI.0226.SM.5GCNA"
"ENSG00000264057" 5 2 12 9 5 6 1 14 4 6 14 1 4 1 8 5 0 5 5 4
"ENSG00000266155" 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 3 1
"ENSG00000272346" 0 0 0 0 2 1 1 1 0 1 0 0 0 0 2 0 0 1 0 0
"ENSG00000265912" 16 4 6 8 5 3 4 4 4 4 12 4 9 4 18 2 0 2 22 28
"ENSG00000272006" 0 1 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 3
"ENSG00000232457" 1 2 22 9 14 7 10 5 7 7 13 16 19 1 37 5 1 7 26 25
"ENSG00000214174" 236 157 153 232 621 376 213 66 131 211 427 367 295 468 88 210 200 417 239 301
"ENSG00000120063" 656 711 1534 1393 1106 897 844 5013 18017 1113 1660 807 941 820 656 1485 1702 1261 3773 947
"ENSG00000266598" 0 0 0 0 0 0 0 4 24 2 2 0 0 2 0 1 1 0 6 0
"ENSG00000263470" 35 33 63 13 30 23 14 112 365 19 54 34 44 17 13 32 67 45 201 46
"ENSG00000108370" 38 54 61 39 57 63 30 2059 618 14 114 38 75 63 59 47 53 79 1320 101
"ENSG00000265883" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263520" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000168646" 216 113 350 138 560 377 307 299 165 571 172 208 172 303 277 475 221 92 156 451
"ENSG00000154240" 69 104 192 198 96 164 112 51 62 162 249 39 139 112 79 218 313 202 171 150
"ENSG00000271587" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000270870" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266707" 3 1 1 0 4 4 1 0 0 3 0 0 0 4 3 5 2 0 1 0
"ENSG00000091583" 136294 210609 183656 84257 129330 122708 96084 53560 92810 137760 143726 63402 100564 173305 95888 94486 145931 193866 117920 63381
"ENSG00000252653" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000154229" 2697 839 1290 1411 1892 1433 1727 3373 1103 1636 2474 1180 1963 1056 1195 921 1151 1137 2712 1289
"ENSG00000244044" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264630" 0 2 0 0 4 2 2 0 0 3 1 1 1 2 0 0 0 0 1 0
"ENSG00000252685" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
"ENSG00000251698" 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229330" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000207943" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000075429" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
"ENSG00000251764" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000075461" 0 1 4 4 5 0 1 0 4 1 3 1 1 0 0 0 2 5 0 6
"ENSG00000264491" 0 0 1 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 1
"ENSG00000108878" 2 2 4 2 3 4 1 2 2 2 2 0 11 0 0 4 1 1 2 2
"ENSG00000198265" 2511 2028 3000 3005 4509 2645 3626 1151 2906 3344 6683 1677 2713 2424 1482 2463 1678 3760 2415 2010
"ENSG00000264421" 0 0 0 4 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"ENSG00000213180" 0 1 2 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266473" 34 8 6 24 35 29 9 1 7 8 16 28 15 13 4 2 1 14 7 9
"ENSG00000200619" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000207410" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000264093" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000197170" 1651 1146 3093 922 1792 2275 1710 3654 6748 2317 2513 1630 1975 1166 2379 3027 2028 1600 3266 1539
"ENSG00000154217" 399 286 611 275 550 585 414 2727 4927 613 847 374 442 434 364 661 613 756 942 324
"ENSG00000201547" 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244610" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207688" 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 0 1 0 0
"ENSG00000264754" 0 0 0 0 1 0 0 0 5 0 0 0 0 0 0 3 0 2 0 0
"ENSG00000130935" 1148 810 1760 579 1283 1269 1059 2225 1249 1385 1510 880 1026 712 1016 1394 1026 1077 2097 920
"ENSG00000200394" 1 0 2 0 0 3 1 0 0 2 1 1 0 0 0 0 0 1 0 0
"ENSG00000266858" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213179" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000222548" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000171634" 1156 1289 2484 1678 2273 1600 1471 2137 1342 1686 2859 776 1525 1242 1174 1872 1260 2026 2650 1234
"ENSG00000265086" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266717" 1 2 4 18 6 1 0 2 0 3 14 2 2 5 4 8 6 4 1 0
"ENSG00000265052" 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000186665" 412 275 471 190 307 381 301 287 238 385 534 291 268 239 269 280 326 254 416 353
"ENSG00000266176" 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0
"ENSG00000182481" 298 430 2273 357 127 505 200 2382 1501 676 404 142 269 284 579 668 1267 472 2196 556
"ENSG00000266117" 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
"ENSG00000265055" 7 5 7 6 8 10 5 2 0 0 2 0 2 0 2 0 10 1 7 6
"ENSG00000237854" 30 43 33 16 33 23 25 44 17 48 65 17 27 37 16 46 36 29 58 23
"ENSG00000267023" 380 403 630 215 453 276 381 511 299 456 574 220 393 295 237 315 324 372 590 303
"ENSG00000267352" 253 93 122 223 548 349 190 58 195 279 362 176 299 179 134 232 250 161 154 233
"ENSG00000267708" 1 0 1 0 1 0 1 0 0 0 3 1 0 0 2 0 1 2 2 0
"ENSG00000267731" 12 2 6 14 14 8 2 2 1 48 14 10 4 12 3 10 6 11 8 15
"ENSG00000267472" 2 0 0 3 0 0 0 0 0 0 1 0 0 1 0 0 0 3 2 0
"ENSG00000265100" 5 2 0 2 9 8 1 7 2 11 0 10 4 6 1 5 4 5 5 3
"ENSG00000196704" 1405 823 1084 848 1654 1377 1420 685 367 1484 1593 947 1436 755 681 1090 1229 1147 1443 784
"ENSG00000141337" 97 77 244 86 118 166 133 190 112 155 169 58 200 95 192 218 179 75 241 130
"ENSG00000108932" 16 17 24 8 30 28 16 98 153 24 24 16 23 14 43 52 158 71 92 37
"ENSG00000267009" 13 4 9 9 10 9 10 8 10 13 15 3 10 7 17 17 11 5 18 13
"ENSG00000207561" 1 0 3 1 1 3 1 1 1 0 1 0 5 3 5 2 2 2 8 2
"ENSG00000070540" 146 350 976 245 205 285 309 760 611 390 343 126 324 279 389 428 422 290 1161 440
"ENSG00000108946" 5034 4960 6758 3935 5403 5307 6950 9493 7299 7930 11456 3320 7251 4392 4858 8911 7955 6246 11481 5327
"ENSG00000108950" 4871 4098 8606 4103 12396 7790 5592 3959 6449 6079 10729 4242 9121 6748 12806 10263 6765 6150 9733 2842
"ENSG00000267461" 10 2 4 6 23 22 12 0 7 22 20 13 27 3 18 39 19 15 3 12
"ENSG00000267659" 83 69 10 5 190 31 220 5 3 41 31 150 10 38 39 29 19 19 1 3
"ENSG00000263690" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000267250" 62 9 25 11 23 11 72 133 14 107 0 18 564 81 64 276 161 5 130 18
"ENSG00000141338" 2247 2824 2917 2254 5590 3747 4545 813 1310 5086 5902 1902 4773 4225 2009 3779 1612 3736 808 1949
"ENSG00000154258" 3030 1269 1301 3787 3110 1792 1842 182 99 1887 3602 2266 3279 1875 473 1997 1446 3351 660 1146
"ENSG00000231749" 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0
"ENSG00000154262" 4764 4909 6607 4985 10901 4897 5615 284 1021 3676 8643 2310 4013 3774 2150 2464 2204 4955 878 2652
"ENSG00000267361" 29 32 35 81 156 30 65 2 2 28 132 2 24 58 26 19 13 41 10 5
"ENSG00000265331" 1 1 4 0 3 1 0 0 0 0 3 0 1 2 3 0 0 0 1 1
"ENSG00000154263" 925 651 430 398 3925 957 585 137 81 526 2279 361 415 1137 353 357 569 510 319 520
"ENSG00000154265" 5595 2442 4155 3946 8194 6952 6704 5867 1761 4945 7629 3343 4213 3519 2938 4095 3562 3655 4016 3753
"ENSG00000267203" 10 13 21 3 5 7 3 13 4 2 12 2 2 2 9 2 2 8 5 6
"ENSG00000252352" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000108984" 553 85 61 93 191 526 149 140 29 87 209 722 92 77 55 69 103 152 52 177
"ENSG00000267653" 2 3 0 0 2 0 0 0 1 0 3 1 2 0 0 1 3 0 2 0
"ENSG00000267194" 730 63 36 67 277 955 232 37 10 146 270 1791 89 34 65 59 48 100 24 150
"ENSG00000227517" 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000267184" 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0
"ENSG00000252100" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237560" 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199801" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230258" 0 0 4 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000267603" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"ENSG00000153822" 34 51 586 92 192 22 53 4 10 266 78 77 114 102 62 37 157 50 47 404
"ENSG00000267365" 0 8 7 4 2 4 7 7 6 0 6 0 0 6 4 2 2 4 15 0
"ENSG00000123700" 6 117 84 24 36 6 22 52 51 83 69 8 12 28 14 20 40 29 71 26
"ENSG00000267170" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000267109" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000267471" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271239" 283 126 69 35 505 505 195 9 29 204 97 158 136 73 49 32 89 55 13 30
"ENSG00000271101" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000260785" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"ENSG00000238759" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225818" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228118" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0
"ENSG00000228639" 10 20 21 8 7 8 6 0 2 31 12 3 15 6 5 2 17 2 6 26
"ENSG00000256124" 9 6 12 2 10 5 2 0 1 23 4 0 6 0 2 6 7 6 1 8
"ENSG00000234899" 33 40 82 48 34 104 18 3 7 72 63 39 51 89 17 11 37 78 12 156
"ENSG00000226101" 4 2 4 3 1 5 0 0 0 2 4 0 4 2 2 1 1 1 1 0
"ENSG00000125398" 131 141 1050 254 216 399 52 204 186 508 173 178 203 184 108 104 183 127 143 589
"ENSG00000227036" 0 5 3 12 14 24 0 16 17 18 18 7 1 11 4 2 9 5 12 8
"ENSG00000264026" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000263680" 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000243514" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0
"ENSG00000263893" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"ENSG00000133195" 2027 1253 1921 799 1801 2345 1309 556 1010 1459 3356 1463 1358 1192 732 1447 1021 1484 1026 1477
"ENSG00000200783" 0 0 0 3 3 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0
"ENSG00000222545" 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252274" 1 2 0 1 4 1 2 2 0 0 1 2 0 1 0 3 0 0 1 0
"ENSG00000264196" 0 0 0 4 0 0 0 0 0 0 1 0 0 0 2 0 0 2 0 0
"ENSG00000266501" 4 0 0 1 3 1 0 0 1 0 1 1 4 2 4 0 3 4 2 0
"ENSG00000265469" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000180616" 46 19 85 117 44 54 109 30 22 76 35 41 57 76 46 262 64 25 103 43
"ENSG00000166685" 820 916 1792 910 1262 1161 562 1333 821 923 1718 840 860 807 843 663 708 1085 1975 537
"ENSG00000133193" 167 211 439 223 234 292 233 706 339 368 346 174 275 249 226 330 322 208 547 238
"ENSG00000141219" 525 389 637 313 679 738 545 626 147 637 826 559 505 298 455 509 517 269 541 467
"ENSG00000265010" 0 1 2 2 0 1 0 1 1 3 1 3 2 2 4 0 1 4 0 1
"ENSG00000187959" 5 2 1 1 4 0 0 3 1 11 3 5 6 5 2 4 2 0 4 4
"ENSG00000179604" 2227 1690 3763 1029 2134 1704 1503 1365 1247 2916 2652 1301 1524 1500 1592 1436 2160 1165 2537 1647
"ENSG00000069188" 40 23 33 26 35 20 48 18 12 29 41 22 24 23 18 54 51 9 40 165
"ENSG00000264985" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265780" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264750" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265935" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263574" 0 0 0 0 2 0 0 0 0 0 1 0 0 2 0 1 0 1 0 0
"ENSG00000177338" 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000234721" 2 0 0 0 1 6 1 1 0 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000265927" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266765" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266357" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000172809" 6663 3212 7364 2943 5811 6914 3019 10731 5830 4990 6770 4366 5265 4005 8550 5660 5642 5030 6497 4414
"ENSG00000246731" 7 8 10 4 4 1 2 3 3 10 2 4 6 7 4 2 10 7 5 4
"ENSG00000141540" 41 68 84 86 81 51 59 51 47 107 74 57 42 68 47 85 78 111 120 65
"ENSG00000264272" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000171595" 5 0 0 4 1 2 2 4 2 0 0 0 2 2 1 1 0 6 0 0
"ENSG00000266106" 0 2 1 0 2 1 0 1 0 2 0 0 0 0 1 1 4 1 2 0
"ENSG00000196169" 45 129 94 85 79 82 5 198 117 82 18 29 54 99 153 35 190 197 139 24
"ENSG00000204347" 2 0 0 1 6 2 0 7 1 0 0 4 0 2 1 4 0 3 2 0
"ENSG00000257008" 0 14 8 5 4 2 0 11 0 0 1 0 1 3 7 1 7 8 4 0
"ENSG00000200021" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000170412" 12084 4975 7024 3843 12324 12220 7993 3900 4654 7845 9879 9247 5839 5243 3125 3006 4719 8569 5258 5183
"ENSG00000167851" 126 182 242 187 213 331 194 146 267 268 215 197 121 130 33 454 259 301 489 104
"ENSG00000178789" 4 8 9 14 21 11 2 3 30 4 12 4 2 19 5 14 38 29 42 5
"ENSG00000167850" 3 23 32 8 2 4 0 81 21 14 8 1 4 8 2 23 24 19 35 6
"ENSG00000236770" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231027" 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 2 1 0 1 0
"ENSG00000204345" 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 1
"ENSG00000182352" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0
"ENSG00000261222" 2 7 0 7 15 7 0 2 27 2 4 0 0 3 2 2 12 12 5 1
"ENSG00000186407" 17 39 18 60 69 26 6 450 147 64 34 2 13 36 40 221 92 65 88 23
"ENSG00000172794" 1151 597 778 320 1794 1088 1029 159 121 1143 1621 1074 1067 682 829 762 840 1018 605 539
"ENSG00000264659" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000186074" 8 23 27 26 20 18 9 48 63 14 26 6 14 23 20 56 42 46 40 12
"ENSG00000266036" 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
"ENSG00000109062" 9920 6010 12821 4538 10745 9050 5425 15761 19965 8410 12821 7411 8470 7140 8130 6619 9412 6310 20995 8183
"ENSG00000109065" 1615 703 942 1513 1947 2230 1587 1923 1498 2036 2555 1375 2044 1061 2346 2433 1696 1058 2042 1386
"ENSG00000109066" 1209 503 1209 485 880 1517 1334 2046 956 1533 1839 812 1284 651 1535 1277 1459 655 2306 1087
"ENSG00000161509" 23 17 44 23 20 71 26 19 8 30 39 26 24 5 51 14 33 25 36 18
"ENSG00000161513" 795 630 863 549 752 1010 352 383 460 549 1157 383 504 843 331 545 485 1062 835 774
"ENSG00000172782" 423 279 365 137 496 720 175 4 251 592 458 257 261 281 85 251 163 559 90 156
"ENSG00000182040" 0 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 6 0
"ENSG00000183034" 0 0 0 1 0 2 2 0 1 0 2 0 2 1 0 0 0 0 2 2
"ENSG00000182938" 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 1 3 1 1
"ENSG00000167861" 161 336 463 325 403 359 62 198 223 430 165 111 162 271 377 154 599 345 530 275
"ENSG00000263586" 0 19 2 11 10 3 0 2 1 9 1 2 12 9 7 3 40 20 10 2
"ENSG00000109089" 81 61 282 82 120 94 38 212 106 224 73 66 90 97 130 79 170 45 221 130
"ENSG00000167862" 653 582 1284 384 592 783 558 1278 833 714 939 426 695 639 818 845 938 732 1380 561
"ENSG00000252545" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000180901" 882 604 1143 313 636 900 641 1274 456 1129 1329 797 1196 403 616 1118 956 511 1918 699
"ENSG00000167863" 3290 2258 4451 1611 2857 3872 2300 5676 2941 2727 3750 1784 3022 2423 3705 4115 3788 3489 4064 2256
"ENSG00000239607" 9 2 11 6 12 0 6 8 4 12 8 10 4 4 7 5 8 3 14 6
"ENSG00000270993" 1 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000232724" 155 46 50 57 136 266 66 30 16 44 150 67 41 170 65 71 76 50 118 99
"ENSG00000170190" 117 129 209 60 69 88 58 256 324 182 133 38 94 127 184 113 102 88 237 354
"ENSG00000206713" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000125449" 602 252 704 400 479 784 319 700 395 794 860 498 460 437 608 619 620 373 728 486
"ENSG00000125458" 776 481 659 755 1192 1000 486 836 807 638 853 733 588 684 744 643 619 647 1243 599
"ENSG00000189159" 329 381 875 283 278 374 245 1563 1036 630 584 191 506 352 713 736 1007 360 1262 434
"ENSG00000265800" 0 1 5 0 2 3 1 7 4 0 0 1 8 1 3 1 0 5 4 0
"ENSG00000263786" 2 0 2 2 1 0 1 0 0 1 3 1 5 0 4 0 0 3 2 0
"ENSG00000188612" 1746 1427 2391 1350 2304 1775 1598 3292 1739 2092 2516 1132 1600 1441 1816 2208 2865 1890 3855 1670
"ENSG00000125450" 1715 1144 1911 1072 2910 2513 1539 1589 997 2174 2219 1378 1413 1140 1486 1316 1628 2348 1831 1201
"ENSG00000125447" 1870 1258 1977 1871 3322 2393 1403 2181 1565 2343 3494 1283 1904 1380 1841 2038 1701 1837 3008 1468
"ENSG00000125445" 1766 1116 3014 1079 2046 1745 1388 2774 1761 2118 2940 1665 1742 1849 1928 2084 1870 1549 3132 1544
"ENSG00000125457" 330 309 653 296 423 448 239 377 232 332 644 355 310 353 387 236 278 308 411 305
"ENSG00000263843" 18 18 17 3 21 18 11 4 12 7 4 18 15 6 23 6 3 13 18 24
"ENSG00000125454" 96 64 193 95 138 98 90 368 168 99 158 119 136 122 134 146 158 148 505 64
"ENSG00000177885" 1221 1177 2684 536 1407 1250 1025 3592 2190 1698 1887 987 1188 977 1394 1483 1397 1270 3010 1177
"ENSG00000228007" 1 3 1 2 0 1 0 0 0 4 1 0 3 0 0 1 5 0 0 0
"ENSG00000265987" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264853" 0 0 0 0 1 0 1 0 2 2 0 1 0 2 0 0 0 0 4 1
"ENSG00000265342" 3 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 2 1 0
"ENSG00000264511" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000223217" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202332" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000177728" 2120 1970 2871 1921 3215 2813 2190 1628 855 2988 3051 1558 2331 1679 1869 1882 2720 2438 3221 2161
"ENSG00000265636" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000177303" 919 1280 5140 1180 1394 1415 712 1278 498 1823 1855 642 639 1192 1106 1026 2143 987 1645 1099
"ENSG00000182173" 735 511 877 973 1078 1098 613 796 531 1016 1167 668 780 688 672 979 952 972 1151 666
"ENSG00000073350" 3717 2938 4065 4603 5362 4234 3494 1737 936 5826 6021 3240 3782 3282 3122 3049 3369 4040 4219 2439
"ENSG00000266714" 3051 2789 5338 4991 7480 5350 2582 1441 1966 5270 6279 3048 6384 3942 4635 3305 6559 6484 3883 3381
"ENSG00000108469" 1481 1074 1235 1688 2909 2378 1360 992 441 1449 2961 1166 1847 1148 1407 1266 1259 1524 1571 1029
"ENSG00000204323" 34 21 51 47 60 82 28 38 9 62 52 29 126 33 61 855 41 74 65 29
"ENSG00000259120" 112 42 78 54 140 119 96 113 25 124 136 77 122 72 90 73 136 102 112 80
"ENSG00000161526" 1636 1114 1753 1302 2727 2876 1430 2538 1854 2036 2661 1626 2102 1290 2065 2301 1968 1607 2952 1426
"ENSG00000264829" 1 1 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264270" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0
"ENSG00000132470" 164 160 257 234 589 222 117 222 98 256 286 297 163 126 53 210 382 133 268 380
"ENSG00000108479" 2866 4094 3887 1897 8350 5082 3448 597 2907 4383 4135 3628 1990 4208 1486 3175 2253 6209 1328 1474
"ENSG00000132475" 8777 6601 11053 9524 11006 10629 7000 16368 21872 10293 19918 8884 9048 9817 6827 12661 11874 13079 13068 6951
"ENSG00000263565" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000132478" 1232 781 1050 1240 1853 1279 1120 820 1257 1366 1964 1033 1235 883 1063 1076 1098 1149 1845 945
"ENSG00000266980" 10 4 7 5 18 6 4 1 5 6 23 4 9 5 1 3 9 7 10 1
"ENSG00000092929" 1241 494 750 826 799 1910 938 614 566 1260 889 1017 2569 512 532 1758 1114 1081 702 704
"ENSG00000132471" 9038 5381 6611 4949 9360 8791 5181 10256 9623 7507 13111 7339 8542 5570 7911 9373 7952 6088 13088 4761
"ENSG00000132481" 686 354 1100 332 295 1034 682 1437 685 1228 753 1389 777 643 332 832 574 495 771 747
"ENSG00000267801" 32 24 56 18 28 55 53 30 27 52 44 54 44 28 14 58 42 14 30 40
"ENSG00000141569" 648 344 537 303 674 758 525 568 244 875 897 841 671 356 591 663 428 285 616 699
"ENSG00000267342" 46 18 23 79 88 74 44 27 31 39 72 44 56 39 43 37 51 36 60 37
"ENSG00000204316" 2583 1513 3405 1762 2973 2582 1479 2184 2257 2168 3782 1990 2460 2389 3009 2338 2235 2684 3825 1675
"ENSG00000188878" 266 169 219 355 384 439 275 329 80 346 348 285 408 184 304 396 471 268 474 280
"ENSG00000161533" 11747 6793 16340 4167 19054 15451 10773 4773 3570 12077 25682 10751 9501 9954 5142 7939 7211 14154 7799 8577
"ENSG00000257949" 750 520 931 641 1953 1698 682 359 494 923 1796 780 866 1072 945 564 714 923 546 786
"ENSG00000250506" 1446 488 956 1302 3059 2557 1250 269 442 1560 2562 1368 1710 1637 767 1223 1155 1416 550 831
"ENSG00000167880" 56 19 61 46 42 46 53 6 19 40 19 36 48 62 19 24 15 14 38 38
"ENSG00000167881" 1836 1414 3130 1295 2248 2319 1345 4597 2622 2665 2793 1693 1683 1526 2467 2313 1981 1835 4146 1675
"ENSG00000182687" 5 2 3 4 4 3 2 59 21 3 3 2 0 2 5 0 4 4 14 2
"ENSG00000186919" 4 1 2 0 1 0 0 2 9 3 4 2 2 1 1 5 3 0 7 2
"ENSG00000182473" 2216 2012 3536 1328 3709 2865 1826 3432 1542 2212 2981 1465 2221 1571 2135 1786 2061 2235 4288 1866
"ENSG00000129654" 0 6 54 0 4 8 2 0 0 1 1 1 2 2 2 1 6 3 5 5
"ENSG00000267128" 3 4 10 3 11 3 2 0 0 6 6 4 3 2 2 3 0 1 1 7
"ENSG00000141576" 181 90 597 58 96 86 36 276 51 63 137 198 70 40 101 81 45 94 437 132
"ENSG00000267376" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
